#,"Date Time, GMT-07:00","Temp, °C (LGR S/N: 21788203, SEN S/N: 21788203, LBL: Logger 4 )",Coupler Detached (LGR S/N: 21788203),Coupler Attached (LGR S/N: 21788203),Host Connected (LGR S/N: 21788203),Stopped (LGR S/N: 21788203),End Of File (LGR S/N: 21788203)
184,9/25/2025 18:00,20.77,,,,,
185,9/25/2025 18:10,20.77,,,,,
186,9/25/2025 18:20,20.746,,,,,
187,9/25/2025 18:30,20.746,,,,,
188,9/25/2025 18:40,20.746,,,,,
189,9/25/2025 18:50,20.746,,,,,
190,9/25/2025 19:00,20.77,,,,,
191,9/25/2025 19:10,20.77,,,,,
192,9/25/2025 19:20,20.77,,,,,
193,9/25/2025 19:30,20.77,,,,,
194,9/25/2025 19:40,20.746,,,,,
195,9/25/2025 19:50,20.722,,,,,
196,9/25/2025 20:00,20.722,,,,,
197,9/25/2025 20:10,20.698,,,,,
198,9/25/2025 20:20,20.698,,,,,
199,9/25/2025 20:30,20.722,,,,,
200,9/25/2025 20:40,20.722,,,,,
201,9/25/2025 20:50,20.722,,,,,
202,9/25/2025 21:00,20.722,,,,,
203,9/25/2025 21:10,20.722,,,,,
204,9/25/2025 21:20,20.722,,,,,
205,9/25/2025 21:30,20.722,,,,,
206,9/25/2025 21:40,20.722,,,,,
207,9/25/2025 21:50,20.698,,,,,
208,9/25/2025 22:00,20.674,,,,,
209,9/25/2025 22:10,20.65,,,,,
210,9/25/2025 22:20,20.65,,,,,
211,9/25/2025 22:30,20.65,,,,,
212,9/25/2025 22:40,20.65,,,,,
213,9/25/2025 22:50,20.627,,,,,
214,9/25/2025 23:00,20.627,,,,,
215,9/25/2025 23:10,20.627,,,,,
216,9/25/2025 23:20,20.627,,,,,
217,9/25/2025 23:30,20.65,,,,,
218,9/25/2025 23:40,20.65,,,,,
219,9/25/2025 23:50,20.674,,,,,
220,9/26/2025 0:00,20.65,,,,,
221,9/26/2025 0:10,20.674,,,,,
222,9/26/2025 0:20,20.674,,,,,
223,9/26/2025 0:30,20.65,,,,,
224,9/26/2025 0:40,20.627,,,,,
225,9/26/2025 0:50,20.627,,,,,
226,9/26/2025 1:00,20.627,,,,,
227,9/26/2025 1:10,20.627,,,,,
228,9/26/2025 1:20,20.603,,,,,
229,9/26/2025 1:30,20.579,,,,,
230,9/26/2025 1:40,20.579,,,,,
231,9/26/2025 1:50,20.555,,,,,
232,9/26/2025 2:00,20.579,,,,,
233,9/26/2025 2:10,20.579,,,,,
234,9/26/2025 2:20,20.579,,,,,
235,9/26/2025 2:30,20.555,,,,,
236,9/26/2025 2:40,20.531,,,,,
237,9/26/2025 2:50,20.531,,,,,
238,9/26/2025 3:00,20.531,,,,,
239,9/26/2025 3:10,20.531,,,,,
240,9/26/2025 3:20,20.507,,,,,
241,9/26/2025 3:30,20.507,,,,,
242,9/26/2025 3:40,20.507,,,,,
243,9/26/2025 3:50,20.531,,,,,
244,9/26/2025 4:00,20.531,,,,,
245,9/26/2025 4:10,20.555,,,,,
246,9/26/2025 4:20,20.555,,,,,
247,9/26/2025 4:30,20.531,,,,,
248,9/26/2025 4:40,20.531,,,,,
249,9/26/2025 4:50,20.507,,,,,
250,9/26/2025 5:00,20.484,,,,,
251,9/26/2025 5:10,20.484,,,,,
252,9/26/2025 5:20,20.484,,,,,
253,9/26/2025 5:30,20.484,,,,,
254,9/26/2025 5:40,20.46,,,,,
255,9/26/2025 5:50,20.436,,,,,
256,9/26/2025 6:00,20.436,,,,,
257,9/26/2025 6:10,20.46,,,,,
258,9/26/2025 6:20,20.46,,,,,
259,9/26/2025 6:30,20.46,,,,,
260,9/26/2025 6:40,20.46,,,,,
261,9/26/2025 6:50,20.46,,,,,
262,9/26/2025 7:00,20.436,,,,,
263,9/26/2025 7:10,20.436,,,,,
264,9/26/2025 7:20,20.436,,,,,
265,9/26/2025 7:30,20.412,,,,,
266,9/26/2025 7:40,20.412,,,,,
267,9/26/2025 7:50,20.412,,,,,
268,9/26/2025 8:00,20.388,,,,,
269,9/26/2025 8:10,20.341,,,,,
270,9/26/2025 8:20,20.341,,,,,
271,9/26/2025 8:30,20.365,,,,,
272,9/26/2025 8:40,20.388,,,,,
273,9/26/2025 8:50,20.412,,,,,
274,9/26/2025 9:00,20.412,,,,,
275,9/26/2025 9:10,20.412,,,,,
276,9/26/2025 9:20,20.388,,,,,
277,9/26/2025 9:30,20.365,,,,,
278,9/26/2025 9:40,20.341,,,,,
279,9/26/2025 9:50,20.341,,,,,
280,9/26/2025 10:00,20.341,,,,,
281,9/26/2025 10:10,20.341,,,,,
282,9/26/2025 10:20,20.341,,,,,
283,9/26/2025 10:30,20.365,,,,,
284,9/26/2025 10:40,20.365,,,,,
285,9/26/2025 10:50,20.388,,,,,
286,9/26/2025 11:00,20.412,,,,,
287,9/26/2025 11:10,20.412,,,,,
288,9/26/2025 11:20,20.436,,,,,
289,9/26/2025 11:30,20.46,,,,,
290,9/26/2025 11:40,20.46,,,,,
291,9/26/2025 11:50,20.46,,,,,
292,9/26/2025 12:00,20.484,,,,,
293,9/26/2025 12:10,20.507,,,,,
294,9/26/2025 12:20,20.507,,,,,
295,9/26/2025 12:30,20.531,,,,,
296,9/26/2025 12:40,20.531,,,,,
297,9/26/2025 12:50,20.531,,,,,
298,9/26/2025 13:00,20.531,,,,,
299,9/26/2025 13:10,20.531,,,,,
300,9/26/2025 13:20,20.555,,,,,
301,9/26/2025 13:30,20.531,,,,,
302,9/26/2025 13:40,20.103,,,,,
303,9/26/2025 13:50,19.77,,,,,
304,9/26/2025 14:00,20.055,,,,,
305,9/26/2025 14:10,20.055,,,,,
306,9/26/2025 14:20,20.269,,,,,
307,9/26/2025 14:30,20.198,,,,,
308,9/26/2025 14:40,20.317,,,,,
309,9/26/2025 14:50,20.341,,,,,
310,9/26/2025 15:00,20.317,,,,,
311,9/26/2025 15:10,20.365,,,,,
312,9/26/2025 15:20,20.46,,,,,
313,9/26/2025 15:30,20.531,,,,,
314,9/26/2025 15:40,20.579,,,,,
315,9/26/2025 15:50,20.579,,,,,
316,9/26/2025 16:00,20.603,,,,,
317,9/26/2025 16:10,20.627,,,,,
318,9/26/2025 16:20,20.603,,,,,
319,9/26/2025 16:30,20.603,,,,,
320,9/26/2025 16:40,20.603,,,,,
321,9/26/2025 16:50,20.627,,,,,
322,9/26/2025 17:00,20.65,,,,,
323,9/26/2025 17:10,20.65,,,,,
324,9/26/2025 17:20,20.65,,,,,
325,9/26/2025 17:30,20.65,,,,,
326,9/26/2025 17:40,20.65,,,,,
327,9/26/2025 17:50,20.65,,,,,
328,9/26/2025 18:00,20.674,,,,,
329,9/26/2025 18:10,20.674,,,,,
330,9/26/2025 18:20,20.698,,,,,
331,9/26/2025 18:30,20.698,,,,,
332,9/26/2025 18:40,20.674,,,,,
333,9/26/2025 18:50,20.674,,,,,
334,9/26/2025 19:00,20.698,,,,,
335,9/26/2025 19:10,20.698,,,,,
336,9/26/2025 19:20,20.674,,,,,
337,9/26/2025 19:30,20.674,,,,,
338,9/26/2025 19:40,20.674,,,,,
339,9/26/2025 19:50,20.674,,,,,
340,9/26/2025 20:00,20.674,,,,,
341,9/26/2025 20:10,20.674,,,,,
342,9/26/2025 20:20,20.65,,,,,
343,9/26/2025 20:30,20.627,,,,,
344,9/26/2025 20:40,20.627,,,,,
345,9/26/2025 20:50,20.65,,,,,
346,9/26/2025 21:00,20.627,,,,,
347,9/26/2025 21:10,20.603,,,,,
348,9/26/2025 21:20,20.603,,,,,
349,9/26/2025 21:30,20.579,,,,,
350,9/26/2025 21:40,20.579,,,,,
351,9/26/2025 21:50,20.555,,,,,
352,9/26/2025 22:00,20.531,,,,,
353,9/26/2025 22:10,20.531,,,,,
354,9/26/2025 22:20,20.507,,,,,
355,9/26/2025 22:30,20.484,,,,,
356,9/26/2025 22:40,20.484,,,,,
357,9/26/2025 22:50,20.484,,,,,
358,9/26/2025 23:00,20.484,,,,,
359,9/26/2025 23:10,20.46,,,,,
360,9/26/2025 23:20,20.46,,,,,
361,9/26/2025 23:30,20.46,,,,,
362,9/26/2025 23:40,20.436,,,,,
363,9/26/2025 23:50,20.436,,,,,
364,9/27/2025 0:00,20.436,,,,,
365,9/27/2025 0:10,20.436,,,,,
366,9/27/2025 0:20,20.436,,,,,
367,9/27/2025 0:30,20.46,,,,,
368,9/27/2025 0:40,20.46,,,,,
369,9/27/2025 0:50,20.484,,,,,
370,9/27/2025 1:00,20.484,,,,,
371,9/27/2025 1:10,20.484,,,,,
372,9/27/2025 1:20,20.46,,,,,
373,9/27/2025 1:30,20.436,,,,,
374,9/27/2025 1:40,20.412,,,,,
375,9/27/2025 1:50,20.388,,,,,
376,9/27/2025 2:00,20.365,,,,,
377,9/27/2025 2:10,20.365,,,,,
378,9/27/2025 2:20,20.341,,,,,
379,9/27/2025 2:30,20.341,,,,,
380,9/27/2025 2:40,20.341,,,,,
381,9/27/2025 2:50,20.341,,,,,
382,9/27/2025 3:00,20.365,,,,,
383,9/27/2025 3:10,20.365,,,,,
384,9/27/2025 3:20,20.365,,,,,
385,9/27/2025 3:30,20.365,,,,,
386,9/27/2025 3:40,20.388,,,,,
387,9/27/2025 3:50,20.388,,,,,
388,9/27/2025 4:00,20.365,,,,,
389,9/27/2025 4:10,20.365,,,,,
390,9/27/2025 4:20,20.365,,,,,
391,9/27/2025 4:30,20.365,,,,,
392,9/27/2025 4:40,20.365,,,,,
393,9/27/2025 4:50,20.388,,,,,
394,9/27/2025 5:00,20.388,,,,,
395,9/27/2025 5:10,20.365,,,,,
396,9/27/2025 5:20,20.341,,,,,
397,9/27/2025 5:30,20.341,,,,,
398,9/27/2025 5:40,20.341,,,,,
399,9/27/2025 5:50,20.365,,,,,
400,9/27/2025 6:00,20.365,,,,,
401,9/27/2025 6:10,20.341,,,,,
402,9/27/2025 6:20,20.365,,,,,
403,9/27/2025 6:30,20.388,,,,,
404,9/27/2025 6:40,20.388,,,,,
405,9/27/2025 6:50,20.388,,,,,
406,9/27/2025 7:00,20.388,,,,,
407,9/27/2025 7:10,20.388,,,,,
408,9/27/2025 7:20,20.388,,,,,
409,9/27/2025 7:30,20.365,,,,,
410,9/27/2025 7:40,20.365,,,,,
411,9/27/2025 7:50,20.388,,,,,
412,9/27/2025 8:00,20.388,,,,,
413,9/27/2025 8:10,20.388,,,,,
414,9/27/2025 8:20,20.388,,,,,
415,9/27/2025 8:30,20.388,,,,,
416,9/27/2025 8:40,20.412,,,,,
417,9/27/2025 8:50,20.436,,,,,
418,9/27/2025 9:00,20.412,,,,,
419,9/27/2025 9:10,20.388,,,,,
420,9/27/2025 9:20,20.388,,,,,
421,9/27/2025 9:30,20.388,,,,,
422,9/27/2025 9:40,20.412,,,,,
423,9/27/2025 9:50,20.412,,,,,
424,9/27/2025 10:00,20.412,,,,,
425,9/27/2025 10:10,20.412,,,,,
426,9/27/2025 10:20,20.436,,,,,
427,9/27/2025 10:30,20.46,,,,,
428,9/27/2025 10:40,20.46,,,,,
429,9/27/2025 10:50,20.484,,,,,
430,9/27/2025 11:00,20.484,,,,,
431,9/27/2025 11:10,20.484,,,,,
432,9/27/2025 11:20,20.484,,,,,
433,9/27/2025 11:30,20.484,,,,,
434,9/27/2025 11:40,20.484,,,,,
435,9/27/2025 11:50,20.484,,,,,
436,9/27/2025 12:00,20.507,,,,,
437,9/27/2025 12:10,20.507,,,,,
438,9/27/2025 12:20,20.531,,,,,
439,9/27/2025 12:30,20.531,,,,,
440,9/27/2025 12:40,20.46,,,,,
441,9/27/2025 12:50,19.318,,,,,
442,9/27/2025 13:00,18.723,,,,,
443,9/27/2025 13:10,19.96,,,,,
444,9/27/2025 13:20,20.246,,,,,
445,9/27/2025 13:30,20.222,,,,,
446,9/27/2025 13:40,20.246,,,,,
447,9/27/2025 13:50,20.246,,,,,
448,9/27/2025 14:00,20.198,,,,,
449,9/27/2025 14:10,20.174,,,,,
450,9/27/2025 14:20,20.198,,,,,
451,9/27/2025 14:30,20.198,,,,,
452,9/27/2025 14:40,20.222,,,,,
453,9/27/2025 14:50,20.269,,,,,
454,9/27/2025 15:00,20.341,,,,,
455,9/27/2025 15:10,20.341,,,,,
456,9/27/2025 15:20,20.365,,,,,
457,9/27/2025 15:30,20.412,,,,,
458,9/27/2025 15:40,20.436,,,,,
459,9/27/2025 15:50,20.46,,,,,
460,9/27/2025 16:00,20.484,,,,,
461,9/27/2025 16:10,20.507,,,,,
462,9/27/2025 16:20,20.531,,,,,
463,9/27/2025 16:30,20.555,,,,,
464,9/27/2025 16:40,20.579,,,,,
465,9/27/2025 16:50,20.603,,,,,
466,9/27/2025 17:00,20.603,,,,,
467,9/27/2025 17:10,20.627,,,,,
468,9/27/2025 17:20,20.627,,,,,
469,9/27/2025 17:30,20.627,,,,,
470,9/27/2025 17:40,20.627,,,,,
471,9/27/2025 17:50,20.627,,,,,
472,9/27/2025 18:00,20.627,,,,,
473,9/27/2025 18:10,20.65,,,,,
474,9/27/2025 18:20,20.65,,,,,
475,9/27/2025 18:30,20.65,,,,,
476,9/27/2025 18:40,20.674,,,,,
477,9/27/2025 18:50,20.674,,,,,
478,9/27/2025 19:00,20.674,,,,,
479,9/27/2025 19:10,20.674,,,,,
480,9/27/2025 19:20,20.674,,,,,
481,9/27/2025 19:30,20.674,,,,,
482,9/27/2025 19:40,20.674,,,,,
483,9/27/2025 19:50,20.674,,,,,
484,9/27/2025 20:00,20.65,,,,,
485,9/27/2025 20:10,20.65,,,,,
486,9/27/2025 20:20,20.65,,,,,
487,9/27/2025 20:30,20.65,,,,,
488,9/27/2025 20:40,20.65,,,,,
489,9/27/2025 20:50,20.627,,,,,
490,9/27/2025 21:00,20.627,,,,,
491,9/27/2025 21:10,20.627,,,,,
492,9/27/2025 21:20,20.627,,,,,
493,9/27/2025 21:30,20.627,,,,,
494,9/27/2025 21:40,20.627,,,,,
495,9/27/2025 21:50,20.627,,,,,
496,9/27/2025 22:00,20.627,,,,,
497,9/27/2025 22:10,20.627,,,,,
498,9/27/2025 22:20,20.627,,,,,
499,9/27/2025 22:30,20.627,,,,,
500,9/27/2025 22:40,20.627,,,,,
501,9/27/2025 22:50,20.627,,,,,
502,9/27/2025 23:00,20.627,,,,,
503,9/27/2025 23:10,20.603,,,,,
504,9/27/2025 23:20,20.603,,,,,
505,9/27/2025 23:30,20.579,,,,,
506,9/27/2025 23:40,20.579,,,,,
507,9/27/2025 23:50,20.579,,,,,
508,9/28/2025 0:00,20.579,,,,,
509,9/28/2025 0:10,20.579,,,,,
510,9/28/2025 0:20,20.579,,,,,
511,9/28/2025 0:30,20.579,,,,,
512,9/28/2025 0:40,20.579,,,,,
513,9/28/2025 0:50,20.579,,,,,
514,9/28/2025 1:00,20.579,,,,,
515,9/28/2025 1:10,20.579,,,,,
516,9/28/2025 1:20,20.579,,,,,
517,9/28/2025 1:30,20.579,,,,,
518,9/28/2025 1:40,20.579,,,,,
519,9/28/2025 1:50,20.579,,,,,
520,9/28/2025 2:00,20.579,,,,,
521,9/28/2025 2:10,20.579,,,,,
522,9/28/2025 2:20,20.555,,,,,
523,9/28/2025 2:30,20.555,,,,,
524,9/28/2025 2:40,20.555,,,,,
525,9/28/2025 2:50,20.579,,,,,
526,9/28/2025 3:00,20.579,,,,,
527,9/28/2025 3:10,20.579,,,,,
528,9/28/2025 3:20,20.555,,,,,
529,9/28/2025 3:30,20.555,,,,,
530,9/28/2025 3:40,20.531,,,,,
531,9/28/2025 3:50,20.531,,,,,
532,9/28/2025 4:00,20.507,,,,,
533,9/28/2025 4:10,20.507,,,,,
534,9/28/2025 4:20,20.507,,,,,
535,9/28/2025 4:30,20.507,,,,,
536,9/28/2025 4:40,20.507,,,,,
537,9/28/2025 4:50,20.507,,,,,
538,9/28/2025 5:00,20.507,,,,,
539,9/28/2025 5:10,20.507,,,,,
540,9/28/2025 5:20,20.507,,,,,
541,9/28/2025 5:30,20.507,,,,,
542,9/28/2025 5:40,20.507,,,,,
543,9/28/2025 5:50,20.507,,,,,
544,9/28/2025 6:00,20.507,,,,,
545,9/28/2025 6:10,20.507,,,,,
546,9/28/2025 6:20,20.507,,,,,
547,9/28/2025 6:30,20.507,,,,,
548,9/28/2025 6:40,20.507,,,,,
549,9/28/2025 6:50,20.507,,,,,
550,9/28/2025 7:00,20.507,,,,,
551,9/28/2025 7:10,20.507,,,,,
552,9/28/2025 7:20,20.507,,,,,
553,9/28/2025 7:30,20.531,,,,,
554,9/28/2025 7:40,20.531,,,,,
555,9/28/2025 7:50,20.531,,,,,
556,9/28/2025 8:00,20.531,,,,,
557,9/28/2025 8:10,20.531,,,,,
558,9/28/2025 8:20,20.531,,,,,
559,9/28/2025 8:30,20.531,,,,,
560,9/28/2025 8:40,20.531,,,,,
561,9/28/2025 8:50,20.555,,,,,
562,9/28/2025 9:00,20.555,,,,,
563,9/28/2025 9:10,20.531,,,,,
564,9/28/2025 9:20,20.507,,,,,
565,9/28/2025 9:30,20.531,,,,,
566,9/28/2025 9:40,20.555,,,,,
567,9/28/2025 9:50,20.579,,,,,
568,9/28/2025 10:00,20.579,,,,,
569,9/28/2025 10:10,20.603,,,,,
570,9/28/2025 10:20,20.317,,,,,
571,9/28/2025 10:30,20.603,,,,,
572,9/28/2025 10:40,20.603,,,,,
573,9/28/2025 10:50,20.579,,,,,
574,9/28/2025 11:00,20.627,,,,,
575,9/28/2025 11:10,20.674,,,,,
576,9/28/2025 11:20,20.698,,,,,
577,9/28/2025 11:30,20.722,,,,,
578,9/28/2025 11:40,20.746,,,,,
579,9/28/2025 11:50,20.746,,,,,
580,9/28/2025 12:00,20.77,,,,,
581,9/28/2025 12:10,20.77,,,,,
582,9/28/2025 12:20,20.793,,,,,
583,9/28/2025 12:30,20.793,,,,,
584,9/28/2025 12:40,20.793,,,,,
585,9/28/2025 12:50,20.817,,,,,
586,9/28/2025 13:00,20.817,,,,,
587,9/28/2025 13:10,20.817,,,,,
588,9/28/2025 13:20,20.841,,,,,
589,9/28/2025 13:30,20.865,,,,,
590,9/28/2025 13:40,20.865,,,,,
591,9/28/2025 13:50,20.889,,,,,
592,9/28/2025 14:00,20.889,,,,,
593,9/28/2025 14:10,20.889,,,,,
594,9/28/2025 14:20,20.913,,,,,
595,9/28/2025 14:30,20.913,,,,,
596,9/28/2025 14:40,20.913,,,,,
597,9/28/2025 14:50,20.913,,,,,
598,9/28/2025 15:00,20.913,,,,,
599,9/28/2025 15:10,20.913,,,,,
600,9/28/2025 15:20,20.913,,,,,
601,9/28/2025 15:30,20.936,,,,,
602,9/28/2025 15:40,20.913,,,,,
603,9/28/2025 15:50,20.913,,,,,
604,9/28/2025 16:00,20.913,,,,,
605,9/28/2025 16:10,20.913,,,,,
606,9/28/2025 16:20,20.913,,,,,
607,9/28/2025 16:30,20.913,,,,,
608,9/28/2025 16:40,20.913,,,,,
609,9/28/2025 16:50,20.913,,,,,
610,9/28/2025 17:00,20.936,,,,,
611,9/28/2025 17:10,20.96,,,,,
612,9/28/2025 17:20,20.96,,,,,
613,9/28/2025 17:30,20.96,,,,,
614,9/28/2025 17:40,20.936,,,,,
615,9/28/2025 17:50,20.913,,,,,
616,9/28/2025 18:00,20.913,,,,,
617,9/28/2025 18:10,20.913,,,,,
618,9/28/2025 18:20,20.913,,,,,
619,9/28/2025 18:30,20.913,,,,,
620,9/28/2025 18:40,20.913,,,,,
621,9/28/2025 18:50,20.913,,,,,
622,9/28/2025 19:00,20.913,,,,,
