#,"Date Time, GMT-07:00","Temp, °C (LGR S/N: 21789647, SEN S/N: 21789647, LBL: Water temperature )",Coupler Detached (LGR S/N: 21789647),Coupler Attached (LGR S/N: 21789647),Host Connected (LGR S/N: 21789647),Stopped (LGR S/N: 21789647),End Of File (LGR S/N: 21789647)
150,9/25/2025 12:20,20.77,,,,,
151,9/25/2025 12:30,20.793,,,,,
152,9/25/2025 12:40,20.793,,,,,
153,9/25/2025 12:50,20.817,,,,,
154,9/25/2025 13:00,20.841,,,,,
155,9/25/2025 13:10,20.889,,,,,
156,9/25/2025 13:20,20.913,,,,,
157,9/25/2025 13:30,20.913,,,,,
158,9/25/2025 13:40,20.889,,,,,
159,9/25/2025 13:50,20.913,,,,,
160,9/25/2025 14:00,20.913,,,,,
161,9/25/2025 14:10,20.913,,,,,
162,9/25/2025 14:20,20.936,,,,,
163,9/25/2025 14:30,20.936,,,,,
164,9/25/2025 14:40,20.936,,,,,
165,9/25/2025 14:50,20.936,,,,,
166,9/25/2025 15:00,20.865,,,,,
167,9/25/2025 15:10,20.889,,,,,
168,9/25/2025 15:20,20.936,,,,,
169,9/25/2025 15:30,20.913,,,,,
170,9/25/2025 15:40,20.889,,,,,
171,9/25/2025 15:50,20.889,,,,,
172,9/25/2025 16:00,20.889,,,,,
173,9/25/2025 16:10,20.913,,,,,
174,9/25/2025 16:20,20.913,,,,,
175,9/25/2025 16:30,20.913,,,,,
176,9/25/2025 16:40,20.913,,,,,
177,9/25/2025 16:50,20.936,,,,,
178,9/25/2025 17:00,20.984,,,,,
179,9/25/2025 17:10,21.008,,,,,
180,9/25/2025 17:20,21.008,,,,,
181,9/25/2025 17:30,21.008,,,,,
182,9/25/2025 17:40,21.008,,,,,
183,9/25/2025 17:50,20.984,,,,,
184,9/25/2025 18:00,20.984,,,,,
185,9/25/2025 18:10,20.96,,,,,
186,9/25/2025 18:20,20.96,,,,,
187,9/25/2025 18:30,20.984,,,,,
188,9/25/2025 18:40,20.96,,,,,
189,9/25/2025 18:50,20.96,,,,,
190,9/25/2025 19:00,20.984,,,,,
191,9/25/2025 19:10,20.96,,,,,
192,9/25/2025 19:20,20.984,,,,,
193,9/25/2025 19:30,20.984,,,,,
194,9/25/2025 19:40,20.96,,,,,
195,9/25/2025 19:50,20.936,,,,,
196,9/25/2025 20:00,20.936,,,,,
197,9/25/2025 20:10,20.913,,,,,
198,9/25/2025 20:20,20.913,,,,,
199,9/25/2025 20:30,20.913,,,,,
200,9/25/2025 20:40,20.913,,,,,
201,9/25/2025 20:50,20.936,,,,,
202,9/25/2025 21:00,20.913,,,,,
203,9/25/2025 21:10,20.936,,,,,
204,9/25/2025 21:20,20.936,,,,,
205,9/25/2025 21:30,20.936,,,,,
206,9/25/2025 21:40,20.913,,,,,
207,9/25/2025 21:50,20.913,,,,,
208,9/25/2025 22:00,20.889,,,,,
209,9/25/2025 22:10,20.865,,,,,
210,9/25/2025 22:20,20.865,,,,,
211,9/25/2025 22:30,20.865,,,,,
212,9/25/2025 22:40,20.841,,,,,
213,9/25/2025 22:50,20.817,,,,,
214,9/25/2025 23:00,20.817,,,,,
215,9/25/2025 23:10,20.793,,,,,
216,9/25/2025 23:20,20.841,,,,,
217,9/25/2025 23:30,20.841,,,,,
218,9/25/2025 23:40,20.865,,,,,
219,9/25/2025 23:50,20.865,,,,,
220,9/26/2025 0:00,20.865,,,,,
221,9/26/2025 0:10,20.865,,,,,
222,9/26/2025 0:20,20.865,,,,,
223,9/26/2025 0:30,20.841,,,,,
224,9/26/2025 0:40,20.793,,,,,
225,9/26/2025 0:50,20.793,,,,,
226,9/26/2025 1:00,20.77,,,,,
227,9/26/2025 1:10,20.77,,,,,
228,9/26/2025 1:20,20.77,,,,,
229,9/26/2025 1:30,20.746,,,,,
230,9/26/2025 1:40,20.77,,,,,
231,9/26/2025 1:50,20.746,,,,,
232,9/26/2025 2:00,20.77,,,,,
233,9/26/2025 2:10,20.77,,,,,
234,9/26/2025 2:20,20.77,,,,,
235,9/26/2025 2:30,20.746,,,,,
236,9/26/2025 2:40,20.722,,,,,
237,9/26/2025 2:50,20.698,,,,,
238,9/26/2025 3:00,20.698,,,,,
239,9/26/2025 3:10,20.698,,,,,
240,9/26/2025 3:20,20.698,,,,,
241,9/26/2025 3:30,20.698,,,,,
242,9/26/2025 3:40,20.722,,,,,
243,9/26/2025 3:50,20.722,,,,,
244,9/26/2025 4:00,20.722,,,,,
245,9/26/2025 4:10,20.746,,,,,
246,9/26/2025 4:20,20.746,,,,,
247,9/26/2025 4:30,20.722,,,,,
248,9/26/2025 4:40,20.698,,,,,
249,9/26/2025 4:50,20.674,,,,,
250,9/26/2025 5:00,20.65,,,,,
251,9/26/2025 5:10,20.65,,,,,
252,9/26/2025 5:20,20.65,,,,,
253,9/26/2025 5:30,20.65,,,,,
254,9/26/2025 5:40,20.65,,,,,
255,9/26/2025 5:50,20.627,,,,,
256,9/26/2025 6:00,20.627,,,,,
257,9/26/2025 6:10,20.65,,,,,
258,9/26/2025 6:20,20.65,,,,,
259,9/26/2025 6:30,20.65,,,,,
260,9/26/2025 6:40,20.627,,,,,
261,9/26/2025 6:50,20.627,,,,,
262,9/26/2025 7:00,20.627,,,,,
263,9/26/2025 7:10,20.627,,,,,
264,9/26/2025 7:20,20.603,,,,,
265,9/26/2025 7:30,20.579,,,,,
266,9/26/2025 7:40,20.579,,,,,
267,9/26/2025 7:50,20.579,,,,,
268,9/26/2025 8:00,20.531,,,,,
269,9/26/2025 8:10,20.507,,,,,
270,9/26/2025 8:20,20.507,,,,,
271,9/26/2025 8:30,20.531,,,,,
272,9/26/2025 8:40,20.555,,,,,
273,9/26/2025 8:50,20.579,,,,,
274,9/26/2025 9:00,20.579,,,,,
275,9/26/2025 9:10,20.579,,,,,
276,9/26/2025 9:20,20.555,,,,,
277,9/26/2025 9:30,20.531,,,,,
278,9/26/2025 9:40,20.531,,,,,
279,9/26/2025 9:50,20.531,,,,,
280,9/26/2025 10:00,20.531,,,,,
281,9/26/2025 10:10,20.531,,,,,
282,9/26/2025 10:20,20.555,,,,,
283,9/26/2025 10:30,20.555,,,,,
284,9/26/2025 10:40,20.555,,,,,
285,9/26/2025 10:50,20.579,,,,,
286,9/26/2025 11:00,20.627,,,,,
287,9/26/2025 11:10,20.65,,,,,
288,9/26/2025 11:20,20.674,,,,,
289,9/26/2025 11:30,20.674,,,,,
290,9/26/2025 11:40,20.674,,,,,
291,9/26/2025 11:50,20.674,,,,,
292,9/26/2025 12:00,20.698,,,,,
293,9/26/2025 12:10,20.722,,,,,
294,9/26/2025 12:20,20.722,,,,,
295,9/26/2025 12:30,20.722,,,,,
296,9/26/2025 12:40,20.746,,,,,
297,9/26/2025 12:50,20.746,,,,,
298,9/26/2025 13:00,20.746,,,,,
299,9/26/2025 13:10,20.746,,,,,
300,9/26/2025 13:20,20.746,,,,,
301,9/26/2025 13:30,20.746,,,,,
302,9/26/2025 13:40,20.388,,,,,
303,9/26/2025 13:50,20.531,,,,,
304,9/26/2025 14:00,20.555,,,,,
305,9/26/2025 14:10,24.46,,,,,
306,9/26/2025 14:20,25.089,,,,,
307,9/26/2025 14:30,26.744,,,,,
308,9/26/2025 14:40,27.456,,,,,
309,9/26/2025 14:50,28.171,,,,,
310,9/26/2025 15:00,29.615,,,,,
311,9/26/2025 15:10,30.545,,,,,
312,9/26/2025 15:20,31.128,,,,,
313,9/26/2025 15:30,31.408,,,,,
314,9/26/2025 15:40,31.459,,,,,
315,9/26/2025 15:50,31.433,,,,,
316,9/26/2025 16:00,31.408,,,,,
317,9/26/2025 16:10,31.382,,,,,
318,9/26/2025 16:20,31.331,,,,,
319,9/26/2025 16:30,31.357,,,,,
320,9/26/2025 16:40,31.052,,,,,
321,9/26/2025 16:50,30.268,,,,,
322,9/26/2025 17:00,29.315,,,,,
323,9/26/2025 17:10,28.345,,,,,
324,9/26/2025 17:20,27.505,,,,,
325,9/26/2025 17:30,26.769,,,,,
326,9/26/2025 17:40,26.085,,,,,
327,9/26/2025 17:50,25.428,,,,,
328,9/26/2025 18:00,24.847,,,,,
329,9/26/2025 18:10,24.339,,,,,
330,9/26/2025 18:20,23.857,,,,,
331,9/26/2025 18:30,23.472,,,,,
332,9/26/2025 18:40,23.304,,,,,
333,9/26/2025 18:50,22.992,,,,,
334,9/26/2025 19:00,22.681,,,,,
335,9/26/2025 19:10,22.417,,,,,
336,9/26/2025 19:20,22.202,,,,,
337,9/26/2025 19:30,21.987,,,,,
338,9/26/2025 19:40,21.819,,,,,
339,9/26/2025 19:50,21.676,,,,,
340,9/26/2025 20:00,21.557,,,,,
341,9/26/2025 20:10,21.437,,,,,
342,9/26/2025 20:20,21.318,,,,,
343,9/26/2025 20:30,21.223,,,,,
344,9/26/2025 20:40,21.151,,,,,
345,9/26/2025 20:50,21.079,,,,,
346,9/26/2025 21:00,21.032,,,,,
347,9/26/2025 21:10,20.984,,,,,
348,9/26/2025 21:20,20.913,,,,,
349,9/26/2025 21:30,20.889,,,,,
350,9/26/2025 21:40,20.841,,,,,
351,9/26/2025 21:50,20.793,,,,,
352,9/26/2025 22:00,20.77,,,,,
353,9/26/2025 22:10,20.722,,,,,
354,9/26/2025 22:20,20.698,,,,,
355,9/26/2025 22:30,20.674,,,,,
356,9/26/2025 22:40,20.65,,,,,
357,9/26/2025 22:50,20.627,,,,,
358,9/26/2025 23:00,20.603,,,,,
359,9/26/2025 23:10,20.603,,,,,
360,9/26/2025 23:20,20.579,,,,,
361,9/26/2025 23:30,20.555,,,,,
362,9/26/2025 23:40,20.531,,,,,
363,9/26/2025 23:50,20.531,,,,,
364,9/27/2025 0:00,20.531,,,,,
365,9/27/2025 0:10,20.507,,,,,
366,9/27/2025 0:20,20.507,,,,,
367,9/27/2025 0:30,20.531,,,,,
368,9/27/2025 0:40,20.531,,,,,
369,9/27/2025 0:50,20.531,,,,,
370,9/27/2025 1:00,20.531,,,,,
371,9/27/2025 1:10,20.531,,,,,
372,9/27/2025 1:20,20.507,,,,,
373,9/27/2025 1:30,20.484,,,,,
374,9/27/2025 1:40,20.484,,,,,
375,9/27/2025 1:50,20.46,,,,,
376,9/27/2025 2:00,20.46,,,,,
377,9/27/2025 2:10,20.436,,,,,
378,9/27/2025 2:20,20.436,,,,,
379,9/27/2025 2:30,20.412,,,,,
380,9/27/2025 2:40,20.412,,,,,
381,9/27/2025 2:50,20.412,,,,,
382,9/27/2025 3:00,20.388,,,,,
383,9/27/2025 3:10,20.388,,,,,
384,9/27/2025 3:20,20.388,,,,,
385,9/27/2025 3:30,20.388,,,,,
386,9/27/2025 3:40,20.388,,,,,
387,9/27/2025 3:50,20.388,,,,,
388,9/27/2025 4:00,20.365,,,,,
389,9/27/2025 4:10,20.365,,,,,
390,9/27/2025 4:20,20.341,,,,,
391,9/27/2025 4:30,20.341,,,,,
392,9/27/2025 4:40,20.317,,,,,
393,9/27/2025 4:50,20.293,,,,,
394,9/27/2025 5:00,20.269,,,,,
395,9/27/2025 5:10,20.269,,,,,
396,9/27/2025 5:20,20.246,,,,,
397,9/27/2025 5:30,20.246,,,,,
398,9/27/2025 5:40,20.246,,,,,
399,9/27/2025 5:50,20.269,,,,,
400,9/27/2025 6:00,20.269,,,,,
401,9/27/2025 6:10,20.269,,,,,
402,9/27/2025 6:20,20.269,,,,,
403,9/27/2025 6:30,20.269,,,,,
404,9/27/2025 6:40,20.269,,,,,
405,9/27/2025 6:50,20.246,,,,,
406,9/27/2025 7:00,20.246,,,,,
407,9/27/2025 7:10,20.222,,,,,
408,9/27/2025 7:20,20.198,,,,,
409,9/27/2025 7:30,20.198,,,,,
410,9/27/2025 7:40,20.222,,,,,
411,9/27/2025 7:50,20.246,,,,,
412,9/27/2025 8:00,20.269,,,,,
413,9/27/2025 8:10,20.269,,,,,
414,9/27/2025 8:20,20.293,,,,,
415,9/27/2025 8:30,20.293,,,,,
416,9/27/2025 8:40,20.317,,,,,
417,9/27/2025 8:50,20.317,,,,,
418,9/27/2025 9:00,20.341,,,,,
419,9/27/2025 9:10,20.341,,,,,
420,9/27/2025 9:20,20.365,,,,,
421,9/27/2025 9:30,20.365,,,,,
422,9/27/2025 9:40,20.388,,,,,
423,9/27/2025 9:50,20.388,,,,,
424,9/27/2025 10:00,20.412,,,,,
425,9/27/2025 10:10,20.412,,,,,
426,9/27/2025 10:20,20.436,,,,,
427,9/27/2025 10:30,20.436,,,,,
428,9/27/2025 10:40,20.46,,,,,
429,9/27/2025 10:50,20.46,,,,,
430,9/27/2025 11:00,20.46,,,,,
431,9/27/2025 11:10,20.484,,,,,
432,9/27/2025 11:20,20.484,,,,,
433,9/27/2025 11:30,20.484,,,,,
434,9/27/2025 11:40,20.484,,,,,
435,9/27/2025 11:50,20.507,,,,,
436,9/27/2025 12:00,20.507,,,,,
437,9/27/2025 12:10,20.507,,,,,
438,9/27/2025 12:20,19.603,,,,,
439,9/27/2025 12:30,19.77,,,,,
440,9/27/2025 12:40,20.126,,,,,
441,9/27/2025 12:50,20.198,,,,,
442,9/27/2025 13:00,20.222,,,,,
443,9/27/2025 13:10,20.198,,,,,
444,9/27/2025 13:20,20.198,,,,,
445,9/27/2025 13:30,20.198,,,,,
446,9/27/2025 13:40,20.388,,,,,
447,9/27/2025 13:50,21.079,,,,,
448,9/27/2025 14:00,21.724,,,,,
449,9/27/2025 14:10,22.058,,,,,
450,9/27/2025 14:20,22.154,,,,,
451,9/27/2025 14:30,22.106,,,,,
452,9/27/2025 14:40,22.011,,,,,
453,9/27/2025 14:50,21.987,,,,,
454,9/27/2025 15:00,22.202,,,,,
455,9/27/2025 15:10,22.537,,,,,
456,9/27/2025 15:20,22.896,,,,,
457,9/27/2025 15:30,23.328,,,,,
458,9/27/2025 15:40,23.954,,,,,
459,9/27/2025 15:50,24.629,,,,,
460,9/27/2025 16:00,25.307,,,,,
461,9/27/2025 16:10,25.768,,,,,
462,9/27/2025 16:20,26.207,,,,,
463,9/27/2025 16:30,26.622,,,,,
464,9/27/2025 16:40,26.965,,,,,
465,9/27/2025 16:50,27.333,,,,,
466,9/27/2025 17:00,27.801,,,,,
467,9/27/2025 17:10,28.345,,,,,
468,9/27/2025 17:20,28.816,,,,,
469,9/27/2025 17:30,29.34,,,,,
470,9/27/2025 17:40,29.715,,,,,
471,9/27/2025 17:50,29.966,,,,,
472,9/27/2025 18:00,30.167,,,,,
473,9/27/2025 18:10,30.293,,,,,
474,9/27/2025 18:20,30.394,,,,,
475,9/27/2025 18:30,30.52,,,,,
476,9/27/2025 18:40,30.621,,,,,
477,9/27/2025 18:50,30.697,,,,,
478,9/27/2025 19:00,30.722,,,,,
479,9/27/2025 19:10,30.798,,,,,
480,9/27/2025 19:20,30.824,,,,,
481,9/27/2025 19:30,30.849,,,,,
482,9/27/2025 19:40,30.9,,,,,
483,9/27/2025 19:50,30.925,,,,,
484,9/27/2025 20:00,30.95,,,,,
485,9/27/2025 20:10,30.95,,,,,
486,9/27/2025 20:20,30.95,,,,,
487,9/27/2025 20:30,30.976,,,,,
488,9/27/2025 20:40,30.976,,,,,
489,9/27/2025 20:50,30.976,,,,,
490,9/27/2025 21:00,30.976,,,,,
491,9/27/2025 21:10,30.95,,,,,
492,9/27/2025 21:20,30.646,,,,,
493,9/27/2025 21:30,29.966,,,,,
494,9/27/2025 21:40,29.165,,,,,
495,9/27/2025 21:50,28.369,,,,,
496,9/27/2025 22:00,27.653,,,,,
497,9/27/2025 22:10,26.94,,,,,
498,9/27/2025 22:20,26.28,,,,,
499,9/27/2025 22:30,25.647,,,,,
500,9/27/2025 22:40,25.065,,,,,
501,9/27/2025 22:50,24.508,,,,,
502,9/27/2025 23:00,24.026,,,,,
503,9/27/2025 23:10,23.593,,,,,
504,9/27/2025 23:20,23.208,,,,,
505,9/27/2025 23:30,22.872,,,,,
506,9/27/2025 23:40,22.561,,,,,
507,9/27/2025 23:50,22.298,,,,,
508,9/28/2025 0:00,22.082,,,,,
509,9/28/2025 0:10,21.867,,,,,
510,9/28/2025 0:20,21.7,,,,,
511,9/28/2025 0:30,21.557,,,,,
512,9/28/2025 0:40,21.413,,,,,
513,9/28/2025 0:50,21.294,,,,,
514,9/28/2025 1:00,21.199,,,,,
515,9/28/2025 1:10,21.103,,,,,
516,9/28/2025 1:20,21.008,,,,,
517,9/28/2025 1:30,20.96,,,,,
518,9/28/2025 1:40,20.889,,,,,
519,9/28/2025 1:50,20.841,,,,,
520,9/28/2025 2:00,20.817,,,,,
521,9/28/2025 2:10,20.77,,,,,
522,9/28/2025 2:20,20.746,,,,,
523,9/28/2025 2:30,20.722,,,,,
524,9/28/2025 2:40,20.698,,,,,
525,9/28/2025 2:50,20.674,,,,,
526,9/28/2025 3:00,20.65,,,,,
527,9/28/2025 3:10,20.65,,,,,
528,9/28/2025 3:20,20.627,,,,,
529,9/28/2025 3:30,20.603,,,,,
530,9/28/2025 3:40,20.579,,,,,
531,9/28/2025 3:50,20.555,,,,,
532,9/28/2025 4:00,20.531,,,,,
533,9/28/2025 4:10,20.531,,,,,
534,9/28/2025 4:20,20.531,,,,,
535,9/28/2025 4:30,20.531,,,,,
536,9/28/2025 4:40,20.531,,,,,
537,9/28/2025 4:50,20.507,,,,,
538,9/28/2025 5:00,20.507,,,,,
539,9/28/2025 5:10,20.507,,,,,
540,9/28/2025 5:20,20.484,,,,,
541,9/28/2025 5:30,20.507,,,,,
542,9/28/2025 5:40,20.507,,,,,
543,9/28/2025 5:50,20.507,,,,,
544,9/28/2025 6:00,20.507,,,,,
545,9/28/2025 6:10,20.507,,,,,
546,9/28/2025 6:20,20.507,,,,,
547,9/28/2025 6:30,20.507,,,,,
548,9/28/2025 6:40,20.507,,,,,
549,9/28/2025 6:50,20.484,,,,,
550,9/28/2025 7:00,20.507,,,,,
551,9/28/2025 7:10,20.507,,,,,
552,9/28/2025 7:20,20.507,,,,,
553,9/28/2025 7:30,20.507,,,,,
554,9/28/2025 7:40,20.507,,,,,
555,9/28/2025 7:50,20.507,,,,,
556,9/28/2025 8:00,20.507,,,,,
557,9/28/2025 8:10,20.507,,,,,
558,9/28/2025 8:20,20.507,,,,,
559,9/28/2025 8:30,20.507,,,,,
560,9/28/2025 8:40,20.531,,,,,
561,9/28/2025 8:50,20.531,,,,,
562,9/28/2025 9:00,20.531,,,,,
563,9/28/2025 9:10,20.507,,,,,
564,9/28/2025 9:20,20.507,,,,,
565,9/28/2025 9:30,20.507,,,,,
566,9/28/2025 9:40,20.531,,,,,
567,9/28/2025 9:50,20.555,,,,,
568,9/28/2025 10:00,19.651,,,,,
569,9/28/2025 10:10,19.888,,,,,
570,9/28/2025 10:20,20.007,,,,,
571,9/28/2025 10:30,20.007,,,,,
572,9/28/2025 10:40,20.007,,,,,
573,9/28/2025 10:50,20.031,,,,,
574,9/28/2025 11:00,20.031,,,,,
575,9/28/2025 11:10,20.031,,,,,
576,9/28/2025 11:20,20.031,,,,,
577,9/28/2025 11:30,20.031,,,,,
578,9/28/2025 11:40,20.055,,,,,
579,9/28/2025 11:50,20.055,,,,,
580,9/28/2025 12:00,20.031,,,,,
581,9/28/2025 12:10,20.031,,,,,
582,9/28/2025 12:20,20.007,,,,,
583,9/28/2025 12:30,19.984,,,,,
584,9/28/2025 12:40,19.936,,,,,
585,9/28/2025 12:50,19.912,,,,,
586,9/28/2025 13:00,19.865,,,,,
587,9/28/2025 13:10,19.865,,,,,
588,9/28/2025 13:20,19.841,,,,,
589,9/28/2025 13:30,19.817,,,,,
590,9/28/2025 13:40,19.793,,,,,
591,9/28/2025 13:50,19.793,,,,,
592,9/28/2025 14:00,19.793,,,,,
593,9/28/2025 14:10,19.77,,,,,
594,9/28/2025 14:20,19.77,,,,,
595,9/28/2025 14:30,19.77,,,,,
596,9/28/2025 14:40,19.77,,,,,
597,9/28/2025 14:50,19.793,,,,,
598,9/28/2025 15:00,19.793,,,,,
599,9/28/2025 15:10,19.77,,,,,
600,9/28/2025 15:20,19.77,,,,,
601,9/28/2025 15:30,19.77,,,,,
602,9/28/2025 15:40,19.77,,,,,
603,9/28/2025 15:50,19.746,,,,,
604,9/28/2025 16:00,19.746,,,,,
605,9/28/2025 16:10,19.746,,,,,
606,9/28/2025 16:20,19.722,,,,,
607,9/28/2025 16:30,19.722,,,,,
608,9/28/2025 16:40,19.722,,,,,
609,9/28/2025 16:50,19.722,,,,,
610,9/28/2025 17:00,19.722,,,,,
611,9/28/2025 17:10,19.698,,,,,
612,9/28/2025 17:20,19.698,,,,,
613,9/28/2025 17:30,19.674,,,,,
614,9/28/2025 17:40,19.674,,,,,
615,9/28/2025 17:50,19.651,,,,,
616,9/28/2025 18:00,19.627,,,,,
617,9/28/2025 18:10,19.627,,,,,
618,9/28/2025 18:20,19.603,,,,,
619,9/28/2025 18:30,19.579,,,,,
620,9/28/2025 18:40,19.579,,,,,
621,9/28/2025 18:50,19.555,,,,,
622,9/28/2025 19:00,19.532,,,,,
